sr_no,States,Regions,latitude,longitude,Dates,Usage,Date
2002,Mizoram,NER,23.71039899,92.72001461,25/12/2019,1.8,12/25/19
2003,Nagaland,NER,25.6669979,94.11657019,25/12/2019,2.2,12/25/19
2004,Tripura,NER,23.83540428,91.27999914,25/12/2019,3.9,12/25/19
2005,ALL INDIA TOTAL,,,,25/12/2019,3390.5,12/25/19
2006,Punjab,NR,31.51997398,75.98000281,26/12/2019,113.5,12/26/19
2007,Haryana,NR,28.45000633,77.01999101,26/12/2019,126.5,12/26/19
2008,Rajasthan,NR,26.44999921,74.63998124,26/12/2019,231.5,12/26/19
2009,Delhi,NR,28.6699929,77.23000403,26/12/2019,77.5,12/26/19
2010,NR UP,NR,27.59998069,78.05000565,26/12/2019,276.6,12/26/19
2011,Uttarakhand,NR,30.32040895,78.05000565,26/12/2019,38,12/26/19
2012,HP,NR,31.10002545,77.16659704,26/12/2019,28.8,12/26/19
2013,J&K,NR,33.45,76.24,26/12/2019,53.8,12/26/19
2014,Chandigarh,NR,30.71999697,76.78000565,26/12/2019,4.7,12/26/19
2015,Chhattisgarh,WR,22.09042035,82.15998734,26/12/2019,69.7,12/26/19
2016,Gujarat,WR,22.2587,71.1924,26/12/2019,317.8,12/26/19
2017,MP,WR,21.30039105,76.13001949,26/12/2019,231.1,12/26/19
2018,Maharashtra,WR,19.25023195,73.16017493,26/12/2019,428.4,12/26/19
2019,Goa,WR,15.491997,73.81800065,26/12/2019,13.5,12/26/19
2020,DNH,WR,20.26657819,73.0166178,26/12/2019,19,12/26/19
2021,Andhra Pradesh,SR,14.7504291,78.57002559,26/12/2019,168.6,12/26/19
2022,Telangana,SR,18.1124,79.0193,26/12/2019,212.1,12/26/19
2023,Karnataka,SR,12.57038129,76.91999711,26/12/2019,225.6,12/26/19
2024,Kerala,SR,8.900372741,76.56999263,26/12/2019,73,12/26/19
2025,Tamil Nadu,SR,12.92038576,79.15004187,26/12/2019,298.3,12/26/19
2026,Pondy,SR,11.93499371,79.83000037,26/12/2019,6.4,12/26/19
2027,Bihar,ER,25.78541445,87.4799727,26/12/2019,70.5,12/26/19
2028,Jharkhand,ER,23.80039349,86.41998572,26/12/2019,23.9,12/26/19
2029,Odisha,ER,19.82042971,85.90001746,26/12/2019,65.2,12/26/19
2030,West Bengal,ER,22.58039044,88.32994665,26/12/2019,109.6,12/26/19
2031,Sikkim,ER,27.3333303,88.6166475,26/12/2019,2,12/26/19
2032,Arunachal Pradesh,NER,27.10039878,93.61660071,26/12/2019,2.2,12/26/19
2033,Assam,NER,26.7499809,94.21666744,26/12/2019,23,12/26/19
2034,Manipur,NER,24.79997072,93.95001705,26/12/2019,2.7,12/26/19
2035,NER Meghalaya,NER,25.57049217,91.8800142,26/12/2019,6.4,12/26/19
2036,Mizoram,NER,23.71039899,92.72001461,26/12/2019,1.8,12/26/19
2037,Nagaland,NER,25.6669979,94.11657019,26/12/2019,2.3,12/26/19
2038,Tripura,NER,23.83540428,91.27999914,26/12/2019,3.4,12/26/19
2039,ALL INDIA TOTAL,,,,26/12/2019,3403,12/26/19
2040,Punjab,NR,31.51997398,75.98000281,27/12/2019,113,12/27/19
2041,Haryana,NR,28.45000633,77.01999101,27/12/2019,129.7,12/27/19
2042,Rajasthan,NR,26.44999921,74.63998124,27/12/2019,243.4,12/27/19
2043,Delhi,NR,28.6699929,77.23000403,27/12/2019,79.7,12/27/19
2044,NR UP,NR,27.59998069,78.05000565,27/12/2019,295.1,12/27/19
2045,Uttarakhand,NR,30.32040895,78.05000565,27/12/2019,40.1,12/27/19
2046,HP,NR,31.10002545,77.16659704,27/12/2019,30.2,12/27/19
2047,J&K,NR,33.45,76.24,27/12/2019,53.2,12/27/19
2048,Chandigarh,NR,30.71999697,76.78000565,27/12/2019,4.6,12/27/19
2049,Chhattisgarh,WR,22.09042035,82.15998734,27/12/2019,67.7,12/27/19
2050,Gujarat,WR,22.2587,71.1924,27/12/2019,313.9,12/27/19
2051,MP,WR,21.30039105,76.13001949,27/12/2019,236.6,12/27/19
2052,Maharashtra,WR,19.25023195,73.16017493,27/12/2019,427,12/27/19
2053,Goa,WR,15.491997,73.81800065,27/12/2019,13.4,12/27/19
2054,DNH,WR,20.26657819,73.0166178,27/12/2019,17.6,12/27/19
2055,Andhra Pradesh,SR,14.7504291,78.57002559,27/12/2019,171.5,12/27/19
2056,Telangana,SR,18.1124,79.0193,27/12/2019,210.3,12/27/19
2057,Karnataka,SR,12.57038129,76.91999711,27/12/2019,226.8,12/27/19
2058,Kerala,SR,8.900372741,76.56999263,27/12/2019,73.4,12/27/19
2059,Tamil Nadu,SR,12.92038576,79.15004187,27/12/2019,298.5,12/27/19
2060,Pondy,SR,11.93499371,79.83000037,27/12/2019,7.3,12/27/19
2061,Bihar,ER,25.78541445,87.4799727,27/12/2019,80.2,12/27/19
2062,Jharkhand,ER,23.80039349,86.41998572,27/12/2019,24.4,12/27/19
2063,Odisha,ER,19.82042971,85.90001746,27/12/2019,65.4,12/27/19
2064,West Bengal,ER,22.58039044,88.32994665,27/12/2019,110.9,12/27/19
2065,Sikkim,ER,27.3333303,88.6166475,27/12/2019,2,12/27/19
2066,Arunachal Pradesh,NER,27.10039878,93.61660071,27/12/2019,2.2,12/27/19
2067,Assam,NER,26.7499809,94.21666744,27/12/2019,22.4,12/27/19
2068,Manipur,NER,24.79997072,93.95001705,27/12/2019,2.7,12/27/19
2069,NER Meghalaya,NER,25.57049217,91.8800142,27/12/2019,6.5,12/27/19
2070,Mizoram,NER,23.71039899,92.72001461,27/12/2019,1.6,12/27/19
2071,Nagaland,NER,25.6669979,94.11657019,27/12/2019,2.2,12/27/19
2072,Tripura,NER,23.83540428,91.27999914,27/12/2019,4.1,12/27/19
2073,ALL INDIA TOTAL,,,,27/12/2019,3454.6,12/27/19
2074,Punjab,NR,31.51997398,75.98000281,28/12/2019,111.8,12/28/19
2075,Haryana,NR,28.45000633,77.01999101,28/12/2019,128.5,12/28/19
2076,Rajasthan,NR,26.44999921,74.63998124,28/12/2019,237.6,12/28/19
2077,Delhi,NR,28.6699929,77.23000403,28/12/2019,72.7,12/28/19
2078,NR UP,NR,27.59998069,78.05000565,28/12/2019,288.3,12/28/19
2079,Uttarakhand,NR,30.32040895,78.05000565,28/12/2019,40.7,12/28/19
2080,HP,NR,31.10002545,77.16659704,28/12/2019,30.3,12/28/19
2081,J&K,NR,33.45,76.24,28/12/2019,52.5,12/28/19
2082,Chandigarh,NR,30.71999697,76.78000565,28/12/2019,4.4,12/28/19
2083,Chhattisgarh,WR,22.09042035,82.15998734,28/12/2019,72.9,12/28/19
2084,Gujarat,WR,22.2587,71.1924,28/12/2019,327.6,12/28/19
2085,MP,WR,21.30039105,76.13001949,28/12/2019,239.8,12/28/19
2086,Maharashtra,WR,19.25023195,73.16017493,28/12/2019,434.1,12/28/19
2087,Goa,WR,15.491997,73.81800065,28/12/2019,13.6,12/28/19
2088,DNH,WR,20.26657819,73.0166178,28/12/2019,18.6,12/28/19
2089,Andhra Pradesh,SR,14.7504291,78.57002559,28/12/2019,171.3,12/28/19
2090,Telangana,SR,18.1124,79.0193,28/12/2019,212.3,12/28/19
2091,Karnataka,SR,12.57038129,76.91999711,28/12/2019,222.3,12/28/19
2092,Kerala,SR,8.900372741,76.56999263,28/12/2019,70.9,12/28/19
2093,Tamil Nadu,SR,12.92038576,79.15004187,28/12/2019,298.1,12/28/19
2094,Pondy,SR,11.93499371,79.83000037,28/12/2019,7.2,12/28/19
2095,Bihar,ER,25.78541445,87.4799727,28/12/2019,79.9,12/28/19
2096,Jharkhand,ER,23.80039349,86.41998572,28/12/2019,24.6,12/28/19
2097,Odisha,ER,19.82042971,85.90001746,28/12/2019,65.2,12/28/19
2098,West Bengal,ER,22.58039044,88.32994665,28/12/2019,110,12/28/19
2099,Sikkim,ER,27.3333303,88.6166475,28/12/2019,2,12/28/19
2100,Arunachal Pradesh,NER,27.10039878,93.61660071,28/12/2019,2.4,12/28/19
2101,Assam,NER,26.7499809,94.21666744,28/12/2019,23.1,12/28/19
2102,Manipur,NER,24.79997072,93.95001705,28/12/2019,2.7,12/28/19
2103,NER Meghalaya,NER,25.57049217,91.8800142,28/12/2019,6.3,12/28/19
2104,Mizoram,NER,23.71039899,92.72001461,28/12/2019,1.6,12/28/19
2105,Nagaland,NER,25.6669979,94.11657019,28/12/2019,2.4,12/28/19
2106,Tripura,NER,23.83540428,91.27999914,28/12/2019,3.6,12/28/19
2107,ALL INDIA TOTAL,,,,28/12/2019,3456.8,12/28/19
2108,Punjab,NR,31.51997398,75.98000281,29/12/2019,103.6,12/29/19
2109,Haryana,NR,28.45000633,77.01999101,29/12/2019,114.1,12/29/19
2110,Rajasthan,NR,26.44999921,74.63998124,29/12/2019,240.4,12/29/19
2111,Delhi,NR,28.6699929,77.23000403,29/12/2019,69.3,12/29/19
2112,NR UP,NR,27.59998069,78.05000565,29/12/2019,288,12/29/19
2113,Uttarakhand,NR,30.32040895,78.05000565,29/12/2019,37.2,12/29/19
2114,HP,NR,31.10002545,77.16659704,29/12/2019,28.4,12/29/19
2115,J&K,NR,33.45,76.24,29/12/2019,47.6,12/29/19
2116,Chandigarh,NR,30.71999697,76.78000565,29/12/2019,4,12/29/19
2117,Chhattisgarh,WR,22.09042035,82.15998734,29/12/2019,74.7,12/29/19
2118,Gujarat,WR,22.2587,71.1924,29/12/2019,326.9,12/29/19
2119,MP,WR,21.30039105,76.13001949,29/12/2019,243.1,12/29/19
2120,Maharashtra,WR,19.25023195,73.16017493,29/12/2019,425.1,12/29/19
2121,Goa,WR,15.491997,73.81800065,29/12/2019,12.2,12/29/19
2122,DNH,WR,20.26657819,73.0166178,29/12/2019,18.8,12/29/19
2123,Andhra Pradesh,SR,14.7504291,78.57002559,29/12/2019,170.8,12/29/19
2124,Telangana,SR,18.1124,79.0193,29/12/2019,210.1,12/29/19
2125,Karnataka,SR,12.57038129,76.91999711,29/12/2019,207.3,12/29/19
2126,Kerala,SR,8.900372741,76.56999263,29/12/2019,63.2,12/29/19
2127,Tamil Nadu,SR,12.92038576,79.15004187,29/12/2019,279.3,12/29/19
2128,Pondy,SR,11.93499371,79.83000037,29/12/2019,6.7,12/29/19
2129,Bihar,ER,25.78541445,87.4799727,29/12/2019,82.1,12/29/19
2130,Jharkhand,ER,23.80039349,86.41998572,29/12/2019,24,12/29/19
2131,Odisha,ER,19.82042971,85.90001746,29/12/2019,65,12/29/19
2132,West Bengal,ER,22.58039044,88.32994665,29/12/2019,103.3,12/29/19
2133,Sikkim,ER,27.3333303,88.6166475,29/12/2019,1.7,12/29/19
2134,Arunachal Pradesh,NER,27.10039878,93.61660071,29/12/2019,2.3,12/29/19
2135,Assam,NER,26.7499809,94.21666744,29/12/2019,21.6,12/29/19
2136,Manipur,NER,24.79997072,93.95001705,29/12/2019,2.6,12/29/19
2137,NER Meghalaya,NER,25.57049217,91.8800142,29/12/2019,6.4,12/29/19
2138,Mizoram,NER,23.71039899,92.72001461,29/12/2019,1.5,12/29/19
2139,Nagaland,NER,25.6669979,94.11657019,29/12/2019,2.3,12/29/19
2140,Tripura,NER,23.83540428,91.27999914,29/12/2019,3.5,12/29/19
2141,ALL INDIA TOTAL,,,,29/12/2019,3364.3,12/29/19
2142,Punjab,NR,31.51997398,75.98000281,30/12/2019,73.9,12/30/19
2143,Haryana,NR,28.45000633,77.01999101,30/12/2019,74.2,12/30/19
2144,Rajasthan,NR,26.44999921,74.63998124,30/12/2019,146.2,12/30/19
2145,Delhi,NR,28.6699929,77.23000403,30/12/2019,44.3,12/30/19
2146,NR UP,NR,27.59998069,78.05000565,30/12/2019,236.8,12/30/19
2147,Uttarakhand,NR,30.32040895,78.05000565,30/12/2019,18.4,12/30/19
2148,HP,NR,31.10002545,77.16659704,30/12/2019,11.9,12/30/19
2149,J&K,NR,33.45,76.24,30/12/2019,40.7,12/30/19
2150,Chandigarh,NR,30.71999697,76.78000565,30/12/2019,2.2,12/30/19
2151,Chhattisgarh,WR,22.09042035,82.15998734,30/12/2019,70.5,12/30/19
2152,Gujarat,WR,22.2587,71.1924,30/12/2019,231.4,12/30/19
2153,MP,WR,21.30039105,76.13001949,30/12/2019,164.4,12/30/19
2154,Maharashtra,WR,19.25023195,73.16017493,30/12/2019,376.6,12/30/19
2155,Goa,WR,15.491997,73.81800065,30/12/2019,6.8,12/30/19
2156,DNH,WR,20.26657819,73.0166178,30/12/2019,1.8,12/30/19
2157,Andhra Pradesh,SR,14.7504291,78.57002559,30/12/2019,162,12/30/19
2158,Telangana,SR,18.1124,79.0193,30/12/2019,188.2,12/30/19
2159,Karnataka,SR,12.57038129,76.91999711,30/12/2019,214.5,12/30/19
2160,Kerala,SR,8.900372741,76.56999263,30/12/2019,65.5,12/30/19
2161,Tamil Nadu,SR,12.92038576,79.15004187,30/12/2019,245.5,12/30/19
2162,Pondy,SR,11.93499371,79.83000037,30/12/2019,4.4,12/30/19
2163,Bihar,ER,25.78541445,87.4799727,30/12/2019,74.6,12/30/19
2164,Jharkhand,ER,23.80039349,86.41998572,30/12/2019,22.7,12/30/19
2165,Odisha,ER,19.82042971,85.90001746,30/12/2019,69.1,12/30/19
2166,West Bengal,ER,22.58039044,88.32994665,30/12/2019,140.1,12/30/19
2167,Sikkim,ER,27.3333303,88.6166475,30/12/2019,1,12/30/19
2168,Arunachal Pradesh,NER,27.10039878,93.61660071,30/12/2019,1.5,12/30/19
2169,Assam,NER,26.7499809,94.21666744,30/12/2019,19.1,12/30/19
2170,Manipur,NER,24.79997072,93.95001705,30/12/2019,2.3,12/30/19
2171,NER Meghalaya,NER,25.57049217,91.8800142,30/12/2019,3.5,12/30/19
2172,Mizoram,NER,23.71039899,92.72001461,30/12/2019,1.5,12/30/19
2173,Nagaland,NER,25.6669979,94.11657019,30/12/2019,2.1,12/30/19
2174,Tripura,NER,23.83540428,91.27999914,30/12/2019,3.4,12/30/19
2175,ALL INDIA TOTAL,,,,30/12/2019,2752,12/30/19
2176,Punjab,NR,31.51997398,75.98000281,31/12/2019,75.8,12/31/19
2177,Haryana,NR,28.45000633,77.01999101,31/12/2019,75.8,12/31/19
2178,Rajasthan,NR,26.44999921,74.63998124,31/12/2019,149.5,12/31/19
2179,Delhi,NR,28.6699929,77.23000403,31/12/2019,45.8,12/31/19
2180,NR UP,NR,27.59998069,78.05000565,31/12/2019,241.4,12/31/19
2181,Uttarakhand,NR,30.32040895,78.05000565,31/12/2019,18.5,12/31/19
2182,HP,NR,31.10002545,77.16659704,31/12/2019,12.4,12/31/19
2183,J&K,NR,33.45,76.24,31/12/2019,40.6,12/31/19
2184,Chandigarh,NR,30.71999697,76.78000565,31/12/2019,2.2,12/31/19
2185,Chhattisgarh,WR,22.09042035,82.15998734,31/12/2019,73.8,12/31/19
2186,Gujarat,WR,22.2587,71.1924,31/12/2019,240.2,12/31/19
2187,MP,WR,21.30039105,76.13001949,31/12/2019,166.2,12/31/19
2188,Maharashtra,WR,19.25023195,73.16017493,31/12/2019,377.2,12/31/19
2189,Goa,WR,15.491997,73.81800065,31/12/2019,7.4,12/31/19
2190,DNH,WR,20.26657819,73.0166178,31/12/2019,1.9,12/31/19
2191,Andhra Pradesh,SR,14.7504291,78.57002559,31/12/2019,164.1,12/31/19
2192,Telangana,SR,18.1124,79.0193,31/12/2019,179.5,12/31/19
2193,Karnataka,SR,12.57038129,76.91999711,31/12/2019,199.8,12/31/19
2194,Kerala,SR,8.900372741,76.56999263,31/12/2019,64.7,12/31/19
2195,Tamil Nadu,SR,12.92038576,79.15004187,31/12/2019,247,12/31/19
2196,Pondy,SR,11.93499371,79.83000037,31/12/2019,4.5,12/31/19
2197,Bihar,ER,25.78541445,87.4799727,31/12/2019,73.4,12/31/19
2198,Jharkhand,ER,23.80039349,86.41998572,31/12/2019,22.7,12/31/19
2199,Odisha,ER,19.82042971,85.90001746,31/12/2019,71.4,12/31/19
2200,West Bengal,ER,22.58039044,88.32994665,31/12/2019,134.7,12/31/19
2201,Sikkim,ER,27.3333303,88.6166475,31/12/2019,1.3,12/31/19
2202,Arunachal Pradesh,NER,27.10039878,93.61660071,31/12/2019,1.5,12/31/19
2203,Assam,NER,26.7499809,94.21666744,31/12/2019,20.4,12/31/19
2204,Manipur,NER,24.79997072,93.95001705,31/12/2019,2.4,12/31/19
2205,NER Meghalaya,NER,25.57049217,91.8800142,31/12/2019,3.6,12/31/19
2206,Mizoram,NER,23.71039899,92.72001461,31/12/2019,1.5,12/31/19
2207,Nagaland,NER,25.6669979,94.11657019,31/12/2019,2.1,12/31/19
2208,Tripura,NER,23.83540428,91.27999914,31/12/2019,4,12/31/19
2209,ALL INDIA TOTAL,,,,31/12/2019,2757.3,12/31/19
2210,Punjab,NR,31.51997398,75.98000281,1/1/20,69.6,1/1/20
2211,Haryana,NR,28.45000633,77.01999101,1/1/20,73.2,1/1/20
2212,Rajasthan,NR,26.44999921,74.63998124,1/1/20,148.6,1/1/20
2213,Delhi,NR,28.6699929,77.23000403,1/1/20,47.6,1/1/20
2214,NR UP,NR,27.59998069,78.05000565,1/1/20,249,1/1/20
2215,Uttarakhand,NR,30.32040895,78.05000565,1/1/20,19.1,1/1/20
2216,HP,NR,31.10002545,77.16659704,1/1/20,12.6,1/1/20
2217,J&K,NR,33.45,76.24,1/1/20,43.4,1/1/20
2218,Chandigarh,NR,30.71999697,76.78000565,1/1/20,2.3,1/1/20
2219,Chhattisgarh,WR,22.09042035,82.15998734,1/1/20,74.2,1/1/20
2220,Gujarat,WR,22.2587,71.1924,1/1/20,242.8,1/1/20
2221,MP,WR,21.30039105,76.13001949,1/1/20,169,1/1/20
2222,Maharashtra,WR,19.25023195,73.16017493,1/1/20,381.2,1/1/20
2223,Goa,WR,15.491997,73.81800065,1/1/20,7.3,1/1/20
2224,DNH,WR,20.26657819,73.0166178,1/1/20,1.9,1/1/20
2225,Andhra Pradesh,SR,14.7504291,78.57002559,1/1/20,160.3,1/1/20
2226,Telangana,SR,18.1124,79.0193,1/1/20,164.2,1/1/20
2227,Karnataka,SR,12.57038129,76.91999711,1/1/20,182,1/1/20
2228,Kerala,SR,8.900372741,76.56999263,1/1/20,62.8,1/1/20
2229,Tamil Nadu,SR,12.92038576,79.15004187,1/1/20,235.1,1/1/20
2230,Pondy,SR,11.93499371,79.83000037,1/1/20,4.6,1/1/20
2231,Bihar,ER,25.78541445,87.4799727,1/1/20,76.5,1/1/20
2232,Jharkhand,ER,23.80039349,86.41998572,1/1/20,22.9,1/1/20
2233,Odisha,ER,19.82042971,85.90001746,1/1/20,69.4,1/1/20
2234,West Bengal,ER,22.58039044,88.32994665,1/1/20,139.9,1/1/20
2235,Sikkim,ER,27.3333303,88.6166475,1/1/20,1.4,1/1/20
2236,Arunachal Pradesh,NER,27.10039878,93.61660071,1/1/20,1.5,1/1/20
2237,Assam,NER,26.7499809,94.21666744,1/1/20,20.3,1/1/20
2238,Manipur,NER,24.79997072,93.95001705,1/1/20,2.3,1/1/20
2239,NER Meghalaya,NER,25.57049217,91.8800142,1/1/20,3.5,1/1/20
2240,Mizoram,NER,23.71039899,92.72001461,1/1/20,1.5,1/1/20
2241,Nagaland,NER,25.6669979,94.11657019,1/1/20,2,1/1/20
2242,Tripura,NER,23.83540428,91.27999914,1/1/20,4,1/1/20
2243,ALL INDIA TOTAL,,,,1/1/20,2726.9,1/1/20
2244,Punjab,NR,31.51997398,75.98000281,2/1/20,72.4,1/2/20
2245,Haryana,NR,28.45000633,77.01999101,2/1/20,70.3,1/2/20
2246,Rajasthan,NR,26.44999921,74.63998124,2/1/20,150.1,1/2/20
2247,Delhi,NR,28.6699929,77.23000403,2/1/20,46.1,1/2/20
2248,NR UP,NR,27.59998069,78.05000565,2/1/20,248,1/2/20
2249,Uttarakhand,NR,30.32040895,78.05000565,2/1/20,19.5,1/2/20
2250,HP,NR,31.10002545,77.16659704,2/1/20,13.3,1/2/20
2251,J&K,NR,33.45,76.24,2/1/20,42.9,1/2/20
2252,Chandigarh,NR,30.71999697,76.78000565,2/1/20,2.3,1/2/20
2253,Chhattisgarh,WR,22.09042035,82.15998734,2/1/20,72.4,1/2/20
2254,Gujarat,WR,22.2587,71.1924,2/1/20,241.1,1/2/20
2255,MP,WR,21.30039105,76.13001949,2/1/20,168.2,1/2/20
2256,Maharashtra,WR,19.25023195,73.16017493,2/1/20,378.2,1/2/20
2257,Goa,WR,15.491997,73.81800065,2/1/20,7.2,1/2/20
2258,DNH,WR,20.26657819,73.0166178,2/1/20,2,1/2/20
2259,Andhra Pradesh,SR,14.7504291,78.57002559,2/1/20,155.6,1/2/20
2260,Telangana,SR,18.1124,79.0193,2/1/20,165.4,1/2/20
2261,Karnataka,SR,12.57038129,76.91999711,2/1/20,187.8,1/2/20
2262,Kerala,SR,8.900372741,76.56999263,2/1/20,63.8,1/2/20
2263,Tamil Nadu,SR,12.92038576,79.15004187,2/1/20,237.5,1/2/20
2264,Pondy,SR,11.93499371,79.83000037,2/1/20,4.7,1/2/20
2265,Bihar,ER,25.78541445,87.4799727,2/1/20,79.1,1/2/20
2266,Jharkhand,ER,23.80039349,86.41998572,2/1/20,20.5,1/2/20
2267,Odisha,ER,19.82042971,85.90001746,2/1/20,63.8,1/2/20
2268,West Bengal,ER,22.58039044,88.32994665,2/1/20,136.4,1/2/20
2269,Sikkim,ER,27.3333303,88.6166475,2/1/20,1.2,1/2/20
2270,Arunachal Pradesh,NER,27.10039878,93.61660071,2/1/20,2.1,1/2/20
2271,Assam,NER,26.7499809,94.21666744,2/1/20,20.1,1/2/20
2272,Manipur,NER,24.79997072,93.95001705,2/1/20,2.2,1/2/20
2273,NER Meghalaya,NER,25.57049217,91.8800142,2/1/20,3.6,1/2/20
2274,Mizoram,NER,23.71039899,92.72001461,2/1/20,1.6,1/2/20
2275,Nagaland,NER,25.6669979,94.11657019,2/1/20,2.1,1/2/20
2276,Tripura,NER,23.83540428,91.27999914,2/1/20,4.5,1/2/20
2277,ALL INDIA TOTAL,,,,2/1/20,2716.4,1/2/20
2278,Punjab,NR,31.51997398,75.98000281,3/1/20,74,1/3/20
2279,Haryana,NR,28.45000633,77.01999101,3/1/20,73.8,1/3/20
2280,Rajasthan,NR,26.44999921,74.63998124,3/1/20,150.6,1/3/20
2281,Delhi,NR,28.6699929,77.23000403,3/1/20,47.5,1/3/20
2282,NR UP,NR,27.59998069,78.05000565,3/1/20,252.4,1/3/20
2283,Uttarakhand,NR,30.32040895,78.05000565,3/1/20,19.7,1/3/20
2284,HP,NR,31.10002545,77.16659704,3/1/20,13.1,1/3/20
2285,J&K,NR,33.45,76.24,3/1/20,41.2,1/3/20
2286,Chandigarh,NR,30.71999697,76.78000565,3/1/20,2.3,1/3/20
2287,Chhattisgarh,WR,22.09042035,82.15998734,3/1/20,77.2,1/3/20
2288,Gujarat,WR,22.2587,71.1924,3/1/20,243.8,1/3/20
2289,MP,WR,21.30039105,76.13001949,3/1/20,171.8,1/3/20
2290,Maharashtra,WR,19.25023195,73.16017493,3/1/20,383.2,1/3/20
2291,Goa,WR,15.491997,73.81800065,3/1/20,7.2,1/3/20
2292,DNH,WR,20.26657819,73.0166178,3/1/20,2,1/3/20
2293,Andhra Pradesh,SR,14.7504291,78.57002559,3/1/20,130.6,1/3/20
2294,Telangana,SR,18.1124,79.0193,3/1/20,167.8,1/3/20
2295,Karnataka,SR,12.57038129,76.91999711,3/1/20,186.6,1/3/20
2296,Kerala,SR,8.900372741,76.56999263,3/1/20,64.2,1/3/20
2297,Tamil Nadu,SR,12.92038576,79.15004187,3/1/20,224.4,1/3/20
2298,Pondy,SR,11.93499371,79.83000037,3/1/20,4.6,1/3/20
2299,Bihar,ER,25.78541445,87.4799727,3/1/20,82.8,1/3/20
2300,Jharkhand,ER,23.80039349,86.41998572,3/1/20,21,1/3/20
2301,Odisha,ER,19.82042971,85.90001746,3/1/20,63,1/3/20
2302,West Bengal,ER,22.58039044,88.32994665,3/1/20,124.2,1/3/20
2303,Sikkim,ER,27.3333303,88.6166475,3/1/20,1,1/3/20
2304,Arunachal Pradesh,NER,27.10039878,93.61660071,3/1/20,2,1/3/20
2305,Assam,NER,26.7499809,94.21666744,3/1/20,18.2,1/3/20
2306,Manipur,NER,24.79997072,93.95001705,3/1/20,2.8,1/3/20
2307,NER Meghalaya,NER,25.57049217,91.8800142,3/1/20,3.3,1/3/20
2308,Mizoram,NER,23.71039899,92.72001461,3/1/20,1.6,1/3/20
2309,Nagaland,NER,25.6669979,94.11657019,3/1/20,2.2,1/3/20
2310,Tripura,NER,23.83540428,91.27999914,3/1/20,3.4,1/3/20
2311,ALL INDIA TOTAL,,,,3/1/20,2695,1/3/20
2312,Punjab,NR,31.51997398,75.98000281,4/1/20,75.9,1/4/20
2313,Haryana,NR,28.45000633,77.01999101,4/1/20,76.7,1/4/20
2314,Rajasthan,NR,26.44999921,74.63998124,4/1/20,155.5,1/4/20
2315,Delhi,NR,28.6699929,77.23000403,4/1/20,48.4,1/4/20
2316,NR UP,NR,27.59998069,78.05000565,4/1/20,260.3,1/4/20
2317,Uttarakhand,NR,30.32040895,78.05000565,4/1/20,20.3,1/4/20
2318,HP,NR,31.10002545,77.16659704,4/1/20,13.2,1/4/20
2319,J&K,NR,33.45,76.24,4/1/20,41.7,1/4/20
2320,Chandigarh,NR,30.71999697,76.78000565,4/1/20,2.3,1/4/20
2321,Chhattisgarh,WR,22.09042035,82.15998734,4/1/20,75.1,1/4/20
2322,Gujarat,WR,22.2587,71.1924,4/1/20,246,1/4/20
2323,MP,WR,21.30039105,76.13001949,4/1/20,174,1/4/20
2324,Maharashtra,WR,19.25023195,73.16017493,4/1/20,383.1,1/4/20
2325,Goa,WR,15.491997,73.81800065,4/1/20,6.6,1/4/20
2326,DNH,WR,20.26657819,73.0166178,4/1/20,2.1,1/4/20
2327,Andhra Pradesh,SR,14.7504291,78.57002559,4/1/20,139.7,1/4/20
2328,Telangana,SR,18.1124,79.0193,4/1/20,165.5,1/4/20
2329,Karnataka,SR,12.57038129,76.91999711,4/1/20,184.1,1/4/20
2330,Kerala,SR,8.900372741,76.56999263,4/1/20,62.9,1/4/20
2331,Tamil Nadu,SR,12.92038576,79.15004187,4/1/20,207.8,1/4/20
2332,Pondy,SR,11.93499371,79.83000037,4/1/20,4.6,1/4/20
2333,Bihar,ER,25.78541445,87.4799727,4/1/20,83.2,1/4/20
2334,Jharkhand,ER,23.80039349,86.41998572,4/1/20,22.3,1/4/20
2335,Odisha,ER,19.82042971,85.90001746,4/1/20,69.4,1/4/20
2336,West Bengal,ER,22.58039044,88.32994665,4/1/20,137.3,1/4/20
2337,Sikkim,ER,27.3333303,88.6166475,4/1/20,1.1,1/4/20
2338,Arunachal Pradesh,NER,27.10039878,93.61660071,4/1/20,1.4,1/4/20
2339,Assam,NER,26.7499809,94.21666744,4/1/20,12.2,1/4/20
2340,Manipur,NER,24.79997072,93.95001705,4/1/20,2.1,1/4/20
2341,NER Meghalaya,NER,25.57049217,91.8800142,4/1/20,3.7,1/4/20
2342,Mizoram,NER,23.71039899,92.72001461,4/1/20,1.5,1/4/20
2343,Nagaland,NER,25.6669979,94.11657019,4/1/20,2.1,1/4/20
2344,Tripura,NER,23.83540428,91.27999914,4/1/20,3.8,1/4/20
2345,ALL INDIA TOTAL,,,,4/1/20,2717.5,1/4/20
2346,Punjab,NR,31.51997398,75.98000281,5/1/20,77.7,1/5/20
2347,Haryana,NR,28.45000633,77.01999101,5/1/20,79.3,1/5/20
2348,Rajasthan,NR,26.44999921,74.63998124,5/1/20,158.3,1/5/20
2349,Delhi,NR,28.6699929,77.23000403,5/1/20,50.1,1/5/20
2350,NR UP,NR,27.59998069,78.05000565,5/1/20,265.9,1/5/20
